area,ss_code,type_sickness,GES_real_2007,GES_real_2008,GES_real_2009,GES_real_2010,GES_real_2011,GES_real_2012,GES_real_2013,GES_real_2014,GES_real_2015,GES_real_2016
Tiltil  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,  ,  ,  ,  ,  ,95258,  ,  ,  ,114692
Tiltil  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,87469
Tiltil  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,8470,52340,  ,73387,  ,  ,220971,893527,942309
Tiltil  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,1065149,  ,  ,  ,  ,5769132,1904957,  ,  
Tiltil  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,15001,298425,105118,284419,191831,212542,184867,72638,31982
Tiltil  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,,  
Tiltil  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,  ,  ,604512,38060,30520,251030,698230
Tiltil  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,217904,412262,  ,  ,  ,477048,  ,163688,  ,  
Tiltil  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,122997,638388
Tiltil  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,31560,250623,416851,779525,1337192,1643426
Tiltil  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,1599134,3854219,4820133,5444027,4092524,4166314,2262268
Tiltil  ,64,PREVENCIÓN SECUNDARIA ENFERMEDAD RENAL CRÓNICA TERMINAL,  ,  ,  ,  ,  ,77558,48824,15573,  ,  
Tiltil  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,410091,642512,2101392,1688524,517570,585635
Tiltil  ,69,HEPATITIS C,  ,  ,  ,2418867,5394024,  ,  ,  ,  ,  
Tiltil  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,3615131,  ,7472062
Tiltil  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,460597,1681246,3676782,2040930
Tiltil  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,75815,362379,506065,697930
Tiltil  ,78,LUPUS ERITEMATOSO SISTÉMICO,  ,  ,  ,  ,  ,  ,  ,  ,  ,42454
Tiltil  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,94557,20758,5580,53464
Timaukel  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,  ,  ,  ,  ,  ,24590,137728
Timaukel  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,14470
Tirua  ,3,CÁNCER CERVICOUTERINO,  ,132251,  ,  ,  ,  ,  ,  ,  ,  
Tirua  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,  ,  ,  ,  ,480976,  ,  ,  ,  ,  
Tirua  ,7,DIABETES MELLITUS TIPO 2,  ,  ,  ,36529,50495,181315,107194,73241,55287,196932
Tirua  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,  ,  ,  ,  ,  ,51673,  
Tirua  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,101010
Tirua  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,  ,  ,1267351,  ,  ,  ,  ,  ,  
Tirua  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,9480,  ,72255,17621,32322,  ,  ,  ,  ,  
Tirua  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,24085,  ,  ,  ,  ,  ,  ,  ,  ,326932
Tirua  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,  ,19556,  ,  ,  ,  ,  ,  
Tirua  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,153203,296196
Tirua  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,  ,  ,  ,23932,185800,289834
Tirua  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,17551,  
Tocopilla  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,  ,  ,2381672,10040640,10678913,16001871,16426001,19966268,10281640
Tocopilla  ,3,CÁNCER CERVICOUTERINO,  ,  ,  ,  ,  ,  ,737860,2139751,5026301,301640
Tocopilla  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,342233,  ,56561,  ,1573931,  ,7305416,3074045,  ,  
Tocopilla  ,5,INFARTO AGUDO DEL MIOCARDIO,1566479,  ,  ,1707247,182919,4446729,691121,916268,716791,2153136
Tocopilla  ,6,DIABETES MELLITUS TIPO 1,15889,  ,  ,  ,  ,25916,177671,1971723,1823226,1355305
Tocopilla  ,7,DIABETES MELLITUS TIPO 2,6007198,6835354,10383317,10878934,7926076,9368384,10726442,14968229,14759191,12027890
Tocopilla  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,  ,98109,1120470,1747988,295564,27908,4929262,9688714,3970387,2564630
Tocopilla  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,  ,925520,859232,  ,1395271,1319175,11568,  ,851097,2752380
Tocopilla  ,15,ESQUIZOFRENIA,  ,  ,  ,  ,  ,  ,130576,33999,  ,  
Tocopilla  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,  ,1630344,1434613,1217290,  ,  ,  ,  ,298157,  
Tocopilla  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,20299240,7682798,  ,  ,  
Tocopilla  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,  ,  ,7704230,9455394,14393424,23602802,23746520,16178241,12001616,12389063
Tocopilla  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,656629,231941,615919,527117,425620,957205,1333340,2793365,4935185,2687171
Tocopilla  ,24,PREVENCIÓN DEL PARTO PREMATURO,  ,  ,47405,  ,  ,  ,1986639,27513,  ,1308179
Tocopilla  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",  ,  ,667793,6408591,50560,  ,  ,  ,  ,7106862
Tocopilla  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,,1663163,  ,7411217,6182684,27895,2118279,5871347,5640687
Tocopilla  ,27,CÁNCER GÁSTRICO,  ,  ,  ,  ,  ,  ,1849767,  ,  ,  
Tocopilla  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,5703491,1736698,706601,231768,  ,207782,1786250
Tocopilla  ,31,RETINOPATÍA DIABÉTICA,2954371,3021769,  ,475538,1499329,1254328,  ,  ,  ,191380
Tocopilla  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,  ,  ,  ,1606617,9243214,  ,  ,  ,  ,  
Tocopilla  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,3180567,8124253,12043958,22771295,2770488,1900042,4333856,1224709,482905,3447935
Tocopilla  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,3815568,29015,  ,  ,1942739,4433389,  ,2306269,9292813,4250886
Tocopilla  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,5358421,  ,  ,  ,  
Tocopilla  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,62508
Tocopilla  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,  ,  ,  ,  ,27457,146879,439982,206404,31587
Tocopilla  ,42,HEMORRAGIA SUBARACNOIDEA SECUNDARIA A RUPTURA DE ANEURISMAS CEREBRALES,  ,  ,  ,  ,  ,19608560,  ,  ,  ,  
Tocopilla  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,  ,  ,  ,  ,  ,19298,4615429,  
Tocopilla  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,  ,11898210,9595811,5945389,44723,6657478,11487978,4787312,7636984
Tocopilla  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,44590747,7052099,334911,  ,  
Tocopilla  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,2732,  ,  ,  ,  ,  ,  ,  
Tocopilla  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,211849,  ,  ,  ,  ,  ,  ,767706
Tocopilla  ,48,POLITRAUMATIZADO GRAVE,47564,126593,  ,  ,3220569,305911,14789214,  ,  ,  
Tocopilla  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,287427,280005,  ,399592,300218,354535,474306
Tocopilla  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,  ,  ,  ,  ,  ,  ,  ,469976,  
Tocopilla  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,231048
Tocopilla  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,21585,  ,80505
Tocopilla  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,355244,699792,  ,  ,834906,541850
Tocopilla  ,67,ESCLEROSIS MÚLTIPLE  REMITENTE RECURRENTE,  ,  ,  ,  ,  ,  ,7387743,9539997,3105751,
Tocopilla  ,68,HEPATITIS  CRÓNICA POR VIRUS HEPATITIS B,  ,  ,  ,  ,  ,  ,162045,116127,  ,  
Tocopilla  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,2975591,13566562,  ,  
Tocopilla  ,71,CÁNCER DE OVARIO EPITELIAL,  ,  ,  ,  ,  ,  ,  ,  ,,1557469
Tocopilla  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,2527883
Tocopilla  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,13401,265707,205181,353662
Tocopilla  ,77,TRATAMIENTO DE HIPOACUSIA MODERADA EN MENORES DE 4 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,397956
Tocopilla  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,222297,  ,  ,  
Tolten  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,  ,  ,  ,  ,  ,1904115,5630128,6648123,  
Tolten  ,3,CÁNCER CERVICOUTERINO,  ,  ,  ,  ,  ,108941,560182,151765,  ,  
Tolten  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,  ,  ,  ,177074,56357,27015,31164,61235,27497
Tolten  ,6,DIABETES MELLITUS TIPO 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,109865
Tolten  ,7,DIABETES MELLITUS TIPO 2,1089603,1189519,1821119,1953457,929836,1618408,877386,979750,1428621,1671901
Tolten  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,19268,5619723,2052053,116505,113900,100840,109776,,4948264,67091
Tolten  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,242712,481823,535425,578411,499317,459658,195502,340979,228621,145709
Tolten  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",2905287,  ,  ,  ,  ,  ,  ,  ,  ,  
Tolten  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,  ,  ,  ,  ,2460880,  ,  ,  ,19165
Tolten  ,31,RETINOPATÍA DIABÉTICA,  ,  ,  ,  ,  ,102013,1018912,  ,  ,  
Tolten  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,2545905,4183516,4078316,3847592,3293939,3287899,3244166,1858122,4465010,2357488
Tolten  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,12041
Tolten  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,  ,  ,  ,  ,  ,114428,140232,76675,184878
Tolten  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,  ,  ,  ,20549,  ,  ,  ,  
Tolten  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,  ,347841,439768,  ,  ,  ,  
Tolten  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,  ,  ,  ,  ,  ,  ,35964
Tolten  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,415686
Tolten  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,  ,44799,  ,83864,523746,  
Tolten  ,71,CÁNCER DE OVARIO EPITELIAL,  ,  ,  ,  ,  ,  ,  ,1590200,  ,  
Tolten  ,74,TRATAMIENTO QUIRÚRGICO DE LESIONES CRÓNICAS DE LA VÁLVULA AÓRTICA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,10950492,  ,  ,  
Tome  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,16301862,8269753,9646310,5242650,6415458,6498996,7746911,5168642,
Tome  ,3,CÁNCER CERVICOUTERINO,2033716,2020224,1207762,929843,46168,888463,111614,467291,577526,325462
Tome  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,  ,152266,4349,73899,  ,  ,87042,2021254,1445833,2145389
Tome  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,  ,116817,1686370,369855,1109458,41071,4362794,120007,130612
Tome  ,6,DIABETES MELLITUS TIPO 1,457013,,308805,117568,925208,673767,209290,  ,  ,142114
Tome  ,7,DIABETES MELLITUS TIPO 2,13995454,10231270,14142618,12318808,15906165,18144380,17710454,21580648,22202761,25665983
Tome  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,10263380,3024240,6453522,3280446,5906743,3439964,1839207,547333,1684249,3798259
Tome  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,1522595,  ,5103406,  ,2598573,1672130,994449,1730777,3569288,17479
Tome  ,12,ENDOPRÓTESIS TOTAL DE CADERA,  ,  ,  ,5576124,  ,3960248,5066742,  ,  ,  
Tome  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,  ,5034807,2954167,3730818,1931052,1061314,2562794,2765959,2459295,5150643
Tome  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,16295,336610,18992859,15924897,787662,3620530,10502,  ,  ,  
Tome  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,  ,  ,  ,1303637,9105973,9313494,9009720,11912763,8434297,14208203
Tome  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,10331
Tome  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,2521978,3169045,4523534,3765023,3539920,4100264,4382346,5605887,5912469,6259583
Tome  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,363290
Tome  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",  ,2574910,  ,17694,17123,2554707,35539,38296,19077,1715967
Tome  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,4798385,  ,1411218,3321489,13318,4656559,9851681,13240,5980376,5813481
Tome  ,27,CÁNCER GÁSTRICO,  ,  ,,  ,  ,  ,  ,  ,  ,  
Tome  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,242013,5618373,594005,364092,2858631,2812757,3969053,1323411
Tome  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,  ,  ,67364,79133,3615,  ,89527,14046,63068,  
Tome  ,30,ESTRABISMO EN PERSONAS MENORES DE 9 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,8002
Tome  ,31,RETINOPATÍA DIABÉTICA,54580,127226,2351448,520781,63902,1711059,801512,373469,573370,694329
Tome  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,  ,  ,  ,2162406,  ,  ,21608,  ,  ,  
Tome  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,5632151,5858344,7579152,10436479,8261366,13341237,8066240,7414710,6076098,5831876
Tome  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,  ,  ,  ,99694,3859451,5517274,712191,3323533,2551580
Tome  ,36,ÓRTESIS (O AYUDAS TÉCNICAS) PARA PERSONAS DE 65 AÑOS Y MÁS,  ,  ,90911,  ,  ,  ,  ,22196,  ,  
Tome  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,93586,2721118,83588,66207,1934410,120822,369068,367585,1684497,3194452
Tome  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,22860,  ,36805,  ,  ,31284,55322,  ,4930,  
Tome  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,339309
Tome  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,7140,13872,  ,312168,544099,832401,729356,482304,1009216
Tome  ,42,HEMORRAGIA SUBARACNOIDEA SECUNDARIA A RUPTURA DE ANEURISMAS CEREBRALES,  ,  ,  ,10000034,950486,  ,  ,  ,  ,  
Tome  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,  ,  ,  ,  ,,84831,6893453,  
Tome  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,1261295,4632128,11206927,1787560,3662175,14484082,  ,  ,3466192,15352166
Tome  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,63866,206761,304774,69728,  ,169266,22421,  ,27571
Tome  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,849107,  ,99588,302831,644123,431621,,  ,1108596
Tome  ,52,ARTRITIS REUMATOIDEA,  ,231696,540002,730973,714531,1495540,4740436,4698787,3781759,3687534
Tome  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,  ,1288644,187426,  ,181122,489541,141487,145658,  
Tome  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,70200,  ,  ,  ,2937,47928
Tome  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,199304,563015,1575265,1258886,2022353,2367397,1916911
Tome  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,677676,2069918,2486848,2242514,2181833,2363653,2998308
Tome  ,64,PREVENCIÓN SECUNDARIA ENFERMEDAD RENAL CRÓNICA TERMINAL,  ,  ,  ,  ,  ,16298,  ,  ,  ,134137
Tome  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,167394,637879,1076449,447216,3267213,6878872,679543
Tome  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,185761,227920
Tome  ,71,CÁNCER DE OVARIO EPITELIAL,  ,  ,  ,  ,  ,  ,343865,10399341,12778191,14904012
Tome  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,518007,1220405
Tome  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,190716,787504,1077107,1356878
Tome  ,78,LUPUS ERITEMATOSO SISTÉMICO,  ,  ,  ,  ,  ,  ,  ,  ,  ,93778
Tome  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,9505,10500,208728,104579
Torres del Paine  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,161688,1141093,67597,  ,  
Torres del Paine  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,34465,864532,1508796,  
Traiguen  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,  ,  ,  ,  ,  ,  ,1422823,6821563,7140250
Traiguen  ,3,CÁNCER CERVICOUTERINO,5533311,2324077,139998,547770,163479,  ,48000,17089,3983517,51632
Traiguen  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,  ,108642,837207,638990,  ,  ,,  ,1406654,1099262
Traiguen  ,5,INFARTO AGUDO DEL MIOCARDIO,200223,418516,261973,378140,178366,  ,  ,  ,  ,  
Traiguen  ,6,DIABETES MELLITUS TIPO 1,18580,1223436,  ,  ,16647,  ,  ,  ,  ,  
Traiguen  ,7,DIABETES MELLITUS TIPO 2,3893941,3829117,6281749,7333404,9991228,9719200,9170849,8555078,9051553,8370960
Traiguen  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,2431441,2885431,3280523,898203,133665,132373,92789,121191,48381,115506
Traiguen  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,  ,907379,1052719,1836767,941342,1280502,3231598,1024950,2410839,1168711
Traiguen  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,  ,  ,  ,5199960,358925,  ,  
Traiguen  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,  ,  ,  ,  ,  ,1552912,  ,  ,  ,  
Traiguen  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,2025340,2332859,2600381,2731373,3078799,2733287,2337833,3377608,3233680,1942284
Traiguen  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",6613270,  ,  ,  ,  ,  ,  ,  ,3555342,2811600
Traiguen  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,2165742,  ,4609280,46019,1329504,  ,3232594,5321721,1074513,3416226
Traiguen  ,27,CÁNCER GÁSTRICO,  ,  ,  ,  ,  ,44222,507170,5284797,10440,4697357
Traiguen  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,3050988,  ,  ,  ,177263,3203703,68889,2535279
Traiguen  ,31,RETINOPATÍA DIABÉTICA,  ,  ,  ,658626,951915,  ,21968,  ,  ,  
Traiguen  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,1822310,  ,  ,  ,  ,17316,  ,  ,  ,  
Traiguen  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,6853449,7592058,8149887,10895857,14506143,7901912,6670828,4483125,5623218,3953629
Traiguen  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,  ,  ,  ,  ,  ,  ,,2104527,44914
Traiguen  ,36,ÓRTESIS (O AYUDAS TÉCNICAS) PARA PERSONAS DE 65 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,53157,  
Traiguen  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,6762891,244955,3329048,43709,241045,201434,176676
Traiguen  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,  ,  ,  ,264024,416472,50943,  ,5870,256007,60844
Traiguen  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,125016
Traiguen  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",19268,  ,  ,  ,110078,  ,227039,577420,421292,343297
Traiguen  ,42,HEMORRAGIA SUBARACNOIDEA SECUNDARIA A RUPTURA DE ANEURISMAS CEREBRALES,  ,  ,  ,  ,  ,15705009,  ,  ,  ,  
